flag_labelx,FMN1,FMD1,MFMD1,MFMN1,MMAV11,MMAV21,MAV1,SSI1,WAMP1,WL1,ZC1,IEMG1,VAR1,SSC1,RMS1,FR1,FMN2,FMD2,MFMD2,MFMN2,MMAV12,MMAV22,MAV2,SSI2,WAMP2,WL2,ZC2,IEMG2,VAR2,SSC2,RMS2,FR2
1,2966.896,1603.065,200.249,2649.376,0.287,0.201,0.385,9.689,0,0.599,0,24.696,0.002,0,0.048,0,2966.896,1603.065,200.249,2649.376,2.233,1.566,2.995,581.088,0,3.241,0,191.696,0.107,0,0.376,0
1,2957.469,3008.633,323.449,2528.017,0.341,0.204,0.495,19.504,0,1.248,0,31.736,0.058,0,0.069,0,2957.469,3008.633,323.449,2528.017,2.193,1.537,2.942,557.475,0,2.723,0,188.296,0.054,0,0.368,0
0,2975.3,3555.195,293.266,2645.08,0.422,0.293,0.57,21.923,0,1.169,0,36.484,0.017,0,0.073,0,2975.3,3555.195,293.266,2645.08,2.064,1.448,2.768,496.521,0,2.967,0,177.191,0.092,0,0.348,0
1,2970.993,468.902,107.039,2652.398,0.154,0.108,0.208,2.855,0,0.38,0,13.333,0.001,0,0.026,0,2970.993,468.902,107.039,2652.398,2.216,1.556,2.971,573.033,0,3.337,0,190.177,0.123,0,0.374,0
1,2965.906,320.12,88.968,2646.175,0.128,0.09,0.172,1.929,0,0.273,0,11.019,0,0,0.021,0,2965.906,320.12,88.968,2646.175,2.248,1.579,3.014,589.636,0,3.478,0,192.897,0.128,0,0.379,0
0,2969.124,8023.78,448.925,2646.915,0.637,0.437,0.863,48.883,0,1.593,0,55.284,0.017,0,0.109,0,2969.124,8023.78,448.925,2646.915,1.906,1.339,2.555,422.018,0,2.229,0,163.527,0.065,0,0.32,0
1,2969.071,32773.82,918.241,2620.763,1.323,0.991,1.709,199.454,0,7.945,0,109.388,0.195,0,0.22,0,2969.071,32773.82,918.241,2620.763,1.951,1.28,2.716,518.428,0,8.108,0,173.874,0.719,0,0.355,0
1,2968.598,18538.434,667.102,2651.684,0.985,0.707,1.306,111.906,0,2.427,0,83.646,0.04,0,0.165,0,2968.598,18538.434,667.102,2651.684,2.165,1.522,2.901,542.015,0,2.092,0,185.669,0.052,0,0.363,0
0,2975.843,4927.741,345.551,2646,0.498,0.347,0.67,30.42,0,1.405,0,42.908,0.025,0,0.086,0,2975.843,4927.741,345.551,2646,2.013,1.413,2.699,471.714,0,2.849,0,172.764,0.083,0,0.339,0
1,2961.674,2032.051,233.653,2614.27,0.319,0.221,0.431,12.264,0,0.607,0,27.63,0.005,0,0.054,0,2961.674,2032.051,233.653,2614.27,2.196,1.539,2.946,561.571,0,2.859,0,188.582,0.092,0,0.37,0
1,2962.191,9584.377,499.942,2622.512,0.7,0.492,0.938,57.779,0,1.121,0,60.092,0.021,0,0.118,0,2962.191,9584.377,499.942,2622.512,2.247,1.572,3.018,587.123,0,2.537,0,193.21,0.06,0,0.378,0
1,2964.618,20173.034,715.645,2637.786,1.02,0.718,1.366,121.483,0,1.538,0,87.44,0.031,0,0.172,0,2964.618,20173.034,715.645,2637.786,2.271,1.587,3.051,598.437,0,2.191,0,195.28,0.04,0,0.382,0
1,2966.173,24276.152,778.327,2647.103,1.118,0.784,1.5,146.435,0,1.767,0,96.045,0.035,0,0.189,0,2966.173,24276.152,778.327,2647.103,2.28,1.593,3.064,603.407,0,2.254,0,196.112,0.038,0,0.383,0
1,2966.869,18778.972,681.645,2650.21,0.983,0.689,1.319,113.333,0,1.597,0,84.479,0.028,0,0.166,0,2966.869,18778.972,681.645,2650.21,2.28,1.594,3.063,603.804,0,2.498,0,196.051,0.05,0,0.383,0
1,2967.44,12236.845,550.62,2651.829,0.794,0.557,1.065,73.927,0,1.376,0,68.205,0.019,0,0.134,0,2967.44,12236.845,550.62,2651.829,2.282,1.597,3.064,605.123,0,2.694,0,196.113,0.065,0,0.384,0
1,2967.697,8027.731,445.605,2652.098,0.642,0.45,0.862,48.498,0,1.149,0,55.231,0.013,0,0.108,0,2967.697,8027.731,445.605,2652.098,2.28,1.596,3.061,604.799,0,2.898,0,195.923,0.078,0,0.384,0
1,2966.922,5786.929,377.823,2650.595,0.545,0.382,0.732,34.917,0,0.964,0,46.885,0.008,0,0.092,0,2966.922,5786.929,377.823,2650.595,2.28,1.596,3.061,605.428,0,2.973,0,195.928,0.087,0,0.384,0
1,2965.548,4598.422,340.109,2643.513,0.486,0.34,0.653,27.754,0,0.86,0,41.809,0.006,0,0.082,0,2965.548,4598.422,340.109,2643.513,2.282,1.598,3.063,606.435,0,3.214,0,196.054,0.091,0,0.384,0
1,2967.314,3465.274,292.832,2651.907,0.424,0.299,0.566,20.921,0,0.795,0,36.286,0.005,0,0.071,0,2967.314,3465.274,292.832,2651.907,2.282,1.6,3.06,605.903,0,3.262,0,195.883,0.099,0,0.384,0
